0|spine|0.9970259666442871
1|spine|0.8597153425216675
2|spine|0.9996218085289001
3|spine|0.933904230594635
7|spine|0.007967233657836914
21|spine|0.17280784249305725
23|spine|0.002031862735748291
0|spine.001|0.0029740333557128906
1|spine.001|0.14028465747833252
2|spine.001|0.0003781914710998535
3|spine.001|0.037768591195344925
6|spine.001|0.06265449523925781
20|spine.001|1.0
21|spine.001|0.8271921873092651
22|spine.001|1.0
23|spine.001|0.9979681372642517
26|spine.001|0.018084624782204628
140|spine.001|1.0
141|spine.001|1.0
142|spine.001|0.9922807216644287
143|spine.001|0.9879066944122314
24|spine.002|1.0
25|spine.002|0.9961470365524292
26|spine.002|0.9817495942115784
27|spine.002|0.9100428223609924
29|spine.002|0.005018474534153938
142|spine.002|0.007719278335571289
143|spine.002|0.012093305587768555
144|spine.002|0.0065040746703743935
161|spine.002|0.0070891594514250755
335|spine.002|0.11047602444887161
25|spine.003|0.0038521031383424997
26|spine.003|0.00016580162628088146
27|spine.003|0.014729008078575134
30|spine.003|0.0002285215596202761
36|spine.003|0.0006825405289418995
37|spine.003|8.378805432585068e-06
38|spine.003|6.949827366042882e-05
39|spine.003|0.00016724455053918064
144|spine.003|0.010981403291225433
146|spine.003|0.9597054123878479
147|spine.003|0.5693883895874023
333|spine.003|0.3135511577129364
334|spine.003|0.8602868318557739
335|spine.003|0.00031405160552822053
36|spine.004|0.9991888403892517
37|spine.004|0.9998855590820312
38|spine.004|0.9999114871025085
39|spine.004|0.9982497096061707
164|spine.004|0.0
165|spine.004|0.0
166|spine.004|0.0
167|spine.004|0.0
36|spine.005|1.4407640414049183e-08
37|spine.005|0.00010111946903634816
38|spine.005|8.165100553014781e-06
39|spine.005|2.0165029127383605e-05
40|spine.005|0.9409326314926147
41|spine.005|0.9409416913986206
42|spine.005|0.9748381972312927
43|spine.005|0.9750386476516724
57|spine.005|1.6927719116210938e-05
58|spine.005|0.0009347796440124512
59|spine.005|0.0009332895278930664
164|spine.005|1.0
165|spine.005|1.0
166|spine.005|1.0
167|spine.005|1.0
40|spine.006|0.059067368507385254
41|spine.006|0.059058308601379395
42|spine.006|0.025161802768707275
43|spine.006|0.024961352348327637
44|spine.006|1.0
45|spine.006|1.0
46|spine.006|1.0
47|spine.006|1.0
48|spine.006|1.0
49|spine.006|1.0
50|spine.006|1.0
51|spine.006|1.0
52|spine.006|1.0
53|spine.006|1.0
54|spine.006|1.0
55|spine.006|1.0
56|spine.006|1.0
57|spine.006|0.9999830722808838
58|spine.006|0.9990652203559875
59|spine.006|0.9990667104721069
168|spine.006|1.0
169|spine.006|1.0
170|spine.006|1.0
171|spine.006|1.0
25|shoulder.L|8.606053256698942e-07
27|shoulder.L|0.0007038146140985191
28|shoulder.L|8.515857916790992e-05
36|shoulder.L|0.00012860468996223062
37|shoulder.L|4.873711986874696e-06
38|shoulder.L|1.0849523278011475e-05
